year,state,question,category,group,value
2019,Virginia,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",12.6
2019,Wyoming,Average mentally unhealthy days among adults,Overall,Overall,2.3
2019,Virginia,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",19.9
2019,Utah,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",14.2
2019,Vermont,Frequent mental distress among adults,Age,Age 45-64,11.3
2019,Wisconsin,Depression among adults,Sex,Male,16.0
2019,West Virginia,Frequent mental distress among adults,Age,Age >=65,10.9
2019,Utah,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,2.2
2019,Utah,Depression among adults,Sex,Female,29.3
2019,Wisconsin,Frequent mental distress among adults,Race/Ethnicity,Hispanic,11.0
2019,Wyoming,Average mentally unhealthy days among adults,Sex,Female,2.7
2019,Washington,Frequent mental distress among adults,Age,Age 18-44,16.1
2019,Washington,Average mentally unhealthy days among adults,Sex,Male,4.1
2019,Wyoming,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,25.8
2019,Vermont,Depression among adults,Age,Age 18-44,26.4
2019,Wisconsin,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.4
2019,Washington,Frequent mental distress among adults,Sex,Female,16.4
2019,West Virginia,Depression among adults,Age,Age 18-44,33.8
2019,Virginia,Average mentally unhealthy days among adults,Sex,Male,3.3
2019,Wisconsin,Average mentally unhealthy days among adults,Age,Age 18-44,5.4
2019,West Virginia,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",47.3
2019,Wisconsin,Depression among adults,Race/Ethnicity,"White, non-Hispanic",21.5
2019,Utah,Average mentally unhealthy days among adults,Sex,Female,5.0
2019,Virginia,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",19.6
2019,Wyoming,Depression among adults,Overall,Overall,19.5
2019,Utah,Frequent mental distress among adults,Sex,Male,10.5
2019,Utah,Depression among adults,Overall,Overall,22.8
2019,Vermont,Frequent mental distress among adults,Sex,Female,15.4
2019,Vermont,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"White, non-Hispanic",9.6
2019,Wisconsin,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",17.8
2019,Vermont,Depression among adults,Sex,Male,16.9
2019,West Virginia,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",27.7
2019,Washington,Frequent mental distress among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",23.7
2019,Virginia,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",2.7
2019,Washington,Frequent mental distress among adults,Age,Age >=65,8.4
2019,Washington,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",26.6
2019,Utah,Average mentally unhealthy days among adults,Sex,Male,4.4
2019,Wyoming,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",2.6
2019,Virginia,Depression among adults,Race/Ethnicity,Hispanic,11.8
2019,Washington,Postpartum depressive symptoms among women with a recent live birth,Overall,Overall,12.9
2019,Utah,Depression among adults,Sex,Female,29.1
2019,Virginia,Depression among adults,Race/Ethnicity,"White, non-Hispanic",21.0
2019,Virginia,Frequent mental distress among adults,Age,Age 45-64,11.2
2019,Washington,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",18.5
2019,Wisconsin,Depression among adults,Age,Age >=65,12.1
2019,Wisconsin,Frequent mental distress among adults,Sex,Male,12.0
2019,Wisconsin,Frequent mental distress among adults,Age,Age >=65,6.2
2019,Virginia,Average mentally unhealthy days among adults,Age,Age 18-44,4.0
2019,Vermont,Frequent mental distress among adults,Overall,Overall,14.7
2019,Wisconsin,Depression among adults,Sex,Male,15.7
2019,West Virginia,Average mentally unhealthy days among adults,Overall,Overall,2.4
2019,Virginia,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",13.5
2019,West Virginia,Depression among adults,Sex,Male,21.7
2019,Wisconsin,Frequent mental distress among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",30.7
2019,Wyoming,Average mentally unhealthy days among adults,Sex,Male,2.0
2019,Washington,Average mentally unhealthy days among adults,Overall,Overall,4.0
2019,Utah,Frequent mental distress among adults,Age,Age 45-64,11.0
2019,West Virginia,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",2.3
2019,Vermont,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",26.4
2019,Wyoming,Depression among adults,Race/Ethnicity,Hispanic,20.4
2019,Washington,Depression among adults,Overall,Overall,24.2
2019,Utah,Depression among adults,Age,Age 18-44,25.8
2019,Wisconsin,Frequent mental distress among adults,Sex,Female,13.5
2019,West Virginia,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",20.3
2019,Wisconsin,Depression among adults,Overall,Overall,20.5
2019,Vermont,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",17.9
2019,Virginia,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,14.8
2019,Vermont,Average mentally unhealthy days among adults,Sex,Male,3.7
2019,Utah,Frequent mental distress among adults,Sex,Male,10.9
2019,Wyoming,Depression among adults,Sex,Female,25.8
2019,Washington,Average mentally unhealthy days among adults,Age,Age 18-44,4.7
2019,Washington,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",38.3
2019,Vermont,Frequent mental distress among adults,Age,Age 18-44,20.3
2019,Wisconsin,Average mentally unhealthy days among adults,Sex,Male,4.6
2019,West Virginia,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",40.7
2019,Wisconsin,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",18.8
2019,Virginia,Depression among adults,Sex,Male,12.5
2019,Virginia,Frequent mental distress among adults,Age,Age >=65,7.4
2019,Virginia,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",13.1
2019,Wisconsin,Average mentally unhealthy days among adults,Age,Age >=65,2.8
2019,Washington,Depression among adults,Age,Age >=65,19.4
2019,Wisconsin,Depression among adults,Sex,Female,26.1
2019,Wisconsin,Frequent mental distress among adults,Age,Age 45-64,12.9
2019,West Virginia,Average mentally unhealthy days among adults,Sex,Male,2.6
2019,Wyoming,Depression among adults,Age,Age 45-64,19.6
2019,Wyoming,Frequent mental distress among adults,Sex,Female,16.1
2019,West Virginia,Depression among adults,Sex,Female,38.0
2019,Wyoming,Depression among adults,Sex,Male,13.4
2019,Washington,Frequent mental distress among adults,Race/Ethnicity,"Asian, non-Hispanic",8.9
2019,Utah,Frequent mental distress among adults,Age,Age 18-44,17.6
2019,Utah,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,2.6
2019,Washington,Frequent mental distress among adults,Race/Ethnicity,Hispanic,11.0
2019,Wyoming,Average mentally unhealthy days among adults,Sex,Female,2.7
2019,Wyoming,Frequent mental distress among adults,Race/Ethnicity,Hispanic,20.6
2019,Washington,Average mentally unhealthy days among adults,Sex,Female,4.0
2019,Vermont,Frequent mental distress among adults,Sex,Male,12.5
2019,Vermont,Average mentally unhealthy days among adults,Age,Age 45-64,4.4
2019,Utah,Average mentally unhealthy days among adults,Overall,Overall,4.7
2019,Washington,Depression among adults,Sex,Male,17.1
2019,Vermont,Depression among adults,Race/Ethnicity,"White, non-Hispanic",23.1
2019,Wisconsin,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.1
2019,Utah,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"White, non-Hispanic",14.3
2019,Virginia,Average mentally unhealthy days among adults,Sex,Female,3.7
2019,West Virginia,Depression among adults,Age,Age >=65,18.9
2019,West Virginia,Average mentally unhealthy days among adults,Age,Age >=65,1.7
2019,Washington,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",14.7
2019,Virginia,Frequent mental distress among adults,Race/Ethnicity,Hispanic,9.4
2019,Wisconsin,Frequent mental distress among adults,Race/Ethnicity,Hispanic,11.1
2019,Wisconsin,Average mentally unhealthy days among adults,Overall,Overall,4.3
2019,Virginia,Depression among adults,Age,Age >=65,13.4
2019,Wyoming,Average mentally unhealthy days among adults,Age,Age >=65,1.9
2019,Utah,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",5.1
2019,Washington,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,4.6
2019,Wisconsin,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",22.7
2019,Utah,Frequent mental distress among adults,Race/Ethnicity,Hispanic,11.4
2019,Wisconsin,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",12.5
2019,Utah,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",32.4
2019,Virginia,Average mentally unhealthy days among adults,Overall,Overall,3.5
2019,West Virginia,Frequent mental distress among adults,Overall,Overall,20.6
2019,Utah,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",34.0
2019,Washington,Frequent mental distress among adults,Age,Age 45-64,13.4
2019,West Virginia,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",24.1
2019,Vermont,Average mentally unhealthy days among adults,Age,Age >=65,2.6
2019,Vermont,Depression among adults,Age,Age 45-64,21.9
2019,Wisconsin,Frequent mental distress among adults,Age,Age 18-44,15.9
2019,Washington,Frequent mental distress among adults,Sex,Male,10.8
2019,Wisconsin,Postpartum depressive symptoms among women with a recent live birth,Overall,Overall,13.8
2019,Utah,Frequent mental distress among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",15.0
2019,Vermont,Depression among adults,Sex,Female,28.3
2019,Virginia,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",14.0
2019,Vermont,Frequent mental distress among adults,Race/Ethnicity,Hispanic,24.3
2019,Wisconsin,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,9.8
2019,Washington,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Black, non-Hispanic",23.9
2019,Washington,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",26.1
2019,Virginia,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",2.8
2019,Utah,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",30.2
2019,Utah,Depression among adults,Race/Ethnicity,Hispanic,16.2
2019,Wisconsin,Depression among adults,Race/Ethnicity,Hispanic,11.2
2019,Wyoming,Depression among adults,Race/Ethnicity,"White, non-Hispanic",19.4
2019,Vermont,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",3.9
2019,Washington,Frequent mental distress among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",21.4
2019,Vermont,Frequent mental distress among adults,Sex,Female,16.3
2019,Utah,Frequent mental distress among adults,Sex,Female,16.8
2019,Wisconsin,Depression among adults,Overall,Overall,21.0
2019,Utah,Depression among adults,Age,Age >=65,17.7
2019,Washington,Depression among adults,Sex,Female,31.2
2019,Vermont,Average mentally unhealthy days among adults,Sex,Female,3.8
2019,Washington,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,4.3
2019,Virginia,Depression among adults,Race/Ethnicity,"White, non-Hispanic",20.1
2019,Wyoming,Depression among adults,Race/Ethnicity,Hispanic,22.5
2019,Wisconsin,Frequent mental distress among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",28.2
2019,Vermont,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",27.6
2019,Washington,Depression among adults,Race/Ethnicity,Hispanic,17.9
2019,Virginia,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,3.6
2019,Washington,Depression among adults,Overall,Overall,24.4
2019,Wyoming,Frequent mental distress among adults,Age,Age 45-64,10.7
2019,Virginia,Depression among adults,Overall,Overall,17.3
2019,Virginia,Average mentally unhealthy days among adults,Age,Age 45-64,3.4
2019,West Virginia,Average mentally unhealthy days among adults,Sex,Female,2.2
2019,Washington,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",17.8
2019,Utah,Postpartum depressive symptoms among women with a recent live birth,Overall,Overall,15.2
2019,Virginia,Depression among adults,Race/Ethnicity,"Asian, non-Hispanic",5.5
2019,Utah,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",18.6
2019,Washington,Frequent mental distress among adults,Race/Ethnicity,Hispanic,12.2
2019,Vermont,Depression among adults,Race/Ethnicity,Hispanic,25.0
2019,Washington,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",13.9
2019,Wisconsin,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",16.8
2019,Wisconsin,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",13.6
2019,Wyoming,Depression among adults,Age,Age 18-44,21.9
2019,West Virginia,Depression among adults,Race/Ethnicity,"White, non-Hispanic",28.3
2019,Washington,Frequent mental distress among adults,Race/Ethnicity,"Asian, non-Hispanic",8.6
2019,Virginia,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Black, non-Hispanic",17.6
2019,West Virginia,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",42.8
2019,Vermont,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",3.7
2019,Wyoming,Average mentally unhealthy days among adults,Sex,Male,2.0
2019,Wisconsin,Frequent mental distress among adults,Overall,Overall,13.3
2019,Vermont,Average mentally unhealthy days among adults,Overall,Overall,3.8
2019,Washington,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Multiracial, non-Hispanic",14.0
2019,Washington,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",37.3
2019,Virginia,Depression among adults,Overall,Overall,17.0
2019,Virginia,Postpartum depressive symptoms among women with a recent live birth,Overall,Overall,14.6
2019,Virginia,Frequent mental distress among adults,Age,Age 18-44,16.2
2019,Virginia,Frequent mental distress among adults,Race/Ethnicity,Hispanic,11.7
2019,Virginia,Average mentally unhealthy days among adults,Age,Age >=65,1.9
2019,West Virginia,Frequent mental distress among adults,Sex,Female,24.5
2019,Wisconsin,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"White, non-Hispanic",12.8
2019,Wisconsin,Depression among adults,Sex,Female,25.1
2019,Washington,Depression among adults,Age,Age 18-44,25.3
2019,Utah,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",5.1
2019,West Virginia,Average mentally unhealthy days among adults,Sex,Male,2.5
2019,Utah,Depression among adults,Race/Ethnicity,"White, non-Hispanic",24.4
2019,Vermont,Postpartum depressive symptoms among women with a recent live birth,Overall,Overall,10.0
2019,West Virginia,Average mentally unhealthy days among adults,Age,Age 18-44,2.9
2019,Washington,Frequent mental distress among adults,Overall,Overall,13.6
2019,Utah,Average mentally unhealthy days among adults,Age,Age 18-44,5.4
2019,Virginia,Depression among adults,Age,Age 18-44,19.7
2019,Wyoming,Average mentally unhealthy days among adults,Age,Age 18-44,1.7
2019,Wisconsin,Average mentally unhealthy days among adults,Sex,Female,3.6
2019,Washington,Depression among adults,Sex,Male,17.1
2019,Vermont,Depression among adults,Race/Ethnicity,"White, non-Hispanic",22.1
2019,West Virginia,Depression among adults,Overall,Overall,30.2
2019,Wyoming,Depression among adults,Sex,Male,13.5
2019,Washington,Average mentally unhealthy days among adults,Age,Age 45-64,3.5
2019,Utah,Average mentally unhealthy days among adults,Age,Age >=65,3.0
2019,Virginia,Average mentally unhealthy days among adults,Sex,Female,3.7
2019,Wyoming,Average mentally unhealthy days among adults,Age,Age 45-64,3.5
2019,West Virginia,Frequent mental distress among adults,Overall,Overall,22.0
2019,Utah,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",17.3
2019,Utah,Depression among adults,Overall,Overall,23.1
2019,West Virginia,Depression among adults,Race/Ethnicity,"White, non-Hispanic",29.8
2019,Wisconsin,Average mentally unhealthy days among adults,Overall,Overall,4.1
2019,Wyoming,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",36.6
2019,Washington,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",35.3
2019,Wisconsin,Depression among adults,Age,Age 45-64,22.6
2019,West Virginia,Frequent mental distress among adults,Sex,Male,19.4
2019,Virginia,Average mentally unhealthy days among adults,Overall,Overall,3.4
2019,Vermont,Depression among adults,Overall,Overall,22.8
2019,Wyoming,Depression among adults,Race/Ethnicity,"White, non-Hispanic",18.8
2019,Utah,Frequent mental distress among adults,Overall,Overall,13.6
2019,Vermont,Depression among adults,Sex,Female,27.1
2019,Washington,Depression among adults,Race/Ethnicity,"Asian, non-Hispanic",12.1
2019,West Virginia,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",22.8
2019,Washington,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",4.4
2019,Vermont,Average mentally unhealthy days among adults,Age,Age 18-44,3.6
2019,Wisconsin,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Multiracial, non-Hispanic",21.9
2019,Virginia,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",13.0
2019,Wyoming,Frequent mental distress among adults,Sex,Male,10.1
2019,Washington,Frequent mental distress among adults,Sex,Male,10.9
2019,Virginia,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",19.6
2019,Virginia,Depression among adults,Sex,Female,21.9
2019,Utah,Depression among adults,Sex,Male,16.4
2019,Virginia,Frequent mental distress among adults,Sex,Male,10.6
2019,Washington,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",17.9
2019,Utah,Frequent mental distress among adults,Sex,Female,17.4
2019,Virginia,Frequent mental distress among adults,Overall,Overall,13.0
2019,Vermont,Frequent mental distress among adults,Age,Age >=65,7.0
2019,Vermont,Average mentally unhealthy days among adults,Overall,Overall,3.6
2019,Utah,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",30.6
2019,Washington,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"White, non-Hispanic",10.6
2019,Vermont,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",14.3
2019,Washington,Depression among adults,Race/Ethnicity,Hispanic,18.3
2019,West Virginia,Depression among adults,Overall,Overall,28.8
2019,Washington,Average mentally unhealthy days among adults,Sex,Female,4.0
2019,Virginia,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,3.6
2019,Wyoming,Frequent mental distress among adults,Age,Age 18-44,16.8
2019,Washington,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Asian, non-Hispanic",15.6
2019,Washington,Depression among adults,Sex,Female,31.7
2019,Wyoming,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",11.6
2019,Virginia,Depression among adults,Age,Age 45-64,15.5
2019,Utah,Depression among adults,Race/Ethnicity,Hispanic,16.2
2019,Vermont,Depression among adults,Age,Age >=65,15.3
2019,Utah,Frequent mental distress among adults,Age,Age >=65,7.8
2019,Wyoming,Depression among adults,Age,Age >=65,12.9
2019,Wisconsin,Frequent mental distress among adults,Sex,Female,14.1
2019,Utah,Depression among adults,Race/Ethnicity,"White, non-Hispanic",24.4
2019,Virginia,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",20.7
2019,West Virginia,Frequent mental distress among adults,Age,Age 45-64,21.8
2019,Vermont,Average mentally unhealthy days among adults,Sex,Female,3.7
2019,Utah,Frequent mental distress among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",16.4
2019,Washington,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.0
2019,Washington,Depression among adults,Race/Ethnicity,"White, non-Hispanic",27.1
2019,West Virginia,Depression among adults,Age,Age 45-64,30.2
2019,Washington,Average mentally unhealthy days among adults,Overall,Overall,4.1
2019,Virginia,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",3.8
2019,Utah,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,16.1
2019,Virginia,Depression among adults,Sex,Female,21.2
2019,Virginia,Frequent mental distress among adults,Sex,Male,10.6
2019,Wyoming,Frequent mental distress among adults,Overall,Overall,13.0
2019,Wisconsin,Depression among adults,Race/Ethnicity,Hispanic,11.5
2019,Wyoming,Postpartum depressive symptoms among women with a recent live birth,Overall,Overall,15.3
2019,Utah,Average mentally unhealthy days among adults,Sex,Female,5.1
2019,Washington,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,15.2
2019,Utah,Frequent mental distress among adults,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",13.4
2019,Wyoming,Depression among adults,Overall,Overall,19.2
2019,Wyoming,Average mentally unhealthy days among adults,Overall,Overall,2.3
2019,West Virginia,Frequent mental distress among adults,Sex,Female,22.8
2019,Virginia,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",13.3
2019,Virginia,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"White, non-Hispanic",11.4
2019,Washington,Frequent mental distress among adults,Overall,Overall,13.8
2019,Utah,Average mentally unhealthy days among adults,Age,Age 45-64,4.3
2019,Washington,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",3.9
2019,Wyoming,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",2.5
2019,Washington,Frequent mental distress among adults,Sex,Female,16.8
2019,Virginia,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Asian, non-Hispanic",18.9
2019,Virginia,Average mentally unhealthy days among adults,Sex,Male,3.1
2019,Virginia,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",19.8
2019,Wisconsin,Average mentally unhealthy days among adults,Age,Age 45-64,3.4
2019,Washington,Depression among adults,Age,Age 45-64,25.7
2019,West Virginia,Average mentally unhealthy days among adults,Sex,Female,2.3
2019,Wisconsin,Depression among adults,Race/Ethnicity,"White, non-Hispanic",22.7
2019,Washington,Depression among adults,Race/Ethnicity,"Asian, non-Hispanic",11.8
2019,West Virginia,Frequent mental distress among adults,Sex,Male,18.3
2019,Virginia,Frequent mental distress among adults,Race/Ethnicity,"Asian, non-Hispanic",7.5
2019,Utah,Average mentally unhealthy days among adults,Sex,Male,4.4
2019,Wyoming,Frequent mental distress among adults,Sex,Male,9.9
2019,Vermont,Frequent mental distress among adults,Overall,Overall,14.0
2019,Virginia,Depression among adults,Race/Ethnicity,Hispanic,10.6
2019,Washington,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",15.0
2019,West Virginia,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",2.4
2019,Utah,Depression among adults,Sex,Male,16.8
2019,Virginia,Frequent mental distress among adults,Overall,Overall,12.7
2019,Utah,Frequent mental distress among adults,Race/Ethnicity,Hispanic,11.4
2019,Washington,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",16.6
2019,Utah,Depression among adults,Age,Age 45-64,20.8
2019,Wisconsin,Depression among adults,Age,Age 18-44,23.1
2019,Wisconsin,Average mentally unhealthy days among adults,Sex,Female,3.7
2019,Vermont,Depression among adults,Overall,Overall,22.1
2019,West Virginia,Depression among adults,Sex,Male,22.4
2019,Vermont,Depression among adults,Sex,Male,17.3
2019,West Virginia,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",49.3
2019,Wyoming,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",42.2
2019,Washington,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",35.6
2019,West Virginia,Frequent mental distress among adults,Age,Age 18-44,25.6
2019,Vermont,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",20.4
2019,Wisconsin,Frequent mental distress among adults,Sex,Male,12.4
2019,Wyoming,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",12.3
2019,Utah,Frequent mental distress among adults,Overall,Overall,14.2
2019,Utah,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Asian, non-Hispanic",13.3
2019,Wyoming,Depression among adults,Sex,Female,25.1
2019,Vermont,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",13.4
2019,Utah,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",14.5
2019,Washington,Average mentally unhealthy days among adults,Sex,Male,4.0
2019,Vermont,Average mentally unhealthy days among adults,Sex,Male,3.6
2019,Wisconsin,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",24.4
2019,Wisconsin,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Asian, non-Hispanic",16.2
2019,West Virginia,Average mentally unhealthy days among adults,Age,Age 45-64,2.0
2019,West Virginia,Depression among adults,Sex,Female,35.5
2019,Wisconsin,Frequent mental distress among adults,Overall,Overall,12.7
2019,West Virginia,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",30.5
2019,Wyoming,Frequent mental distress among adults,Age,Age >=65,6.7
2019,Virginia,Frequent mental distress among adults,Sex,Female,14.8
2020,California,Frequent mental distress among adults,Sex,Male,11.3
2020,Georgia,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Black, non-Hispanic",9.8
2020,Arizona,Average mentally unhealthy days among adults,Age,Age >=65,3.0
2020,California,Frequent mental distress among adults,Age,Age 18-44,14.5
2020,District of Columbia,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",3.9
2020,Connecticut,Frequent mental distress among adults,Race/Ethnicity,Hispanic,13.1
2020,Connecticut,Average mentally unhealthy days among adults,Age,Age 18-44,3.4
2020,Arkansas,Depression among adults,Age,Age 18-44,25.4
2020,Alaska,Average mentally unhealthy days among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",1.9
2020,Georgia,Frequent mental distress among adults,Sex,Female,16.7
2020,Guam,Depression among adults,Sex,Female,11.0
2020,California,Depression among adults,Overall,Overall,14.1
2020,Georgia,Average mentally unhealthy days among adults,Age,Age 18-44,3.2
2020,Colorado,Depression among adults,Overall,Overall,18.5
2020,District of Columbia,Depression among adults,Age,Age 18-44,20.8
2020,Colorado,Depression among adults,Race/Ethnicity,Hispanic,15.3
2020,Alaska,Average mentally unhealthy days among adults,Age,Age >=65,2.1
2020,Florida,Frequent mental distress among adults,Age,Age 45-64,13.1
2020,Colorado,Average mentally unhealthy days among adults,Overall,Overall,3.4
2020,Connecticut,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",11.5
2020,Alaska,Frequent mental distress among adults,Sex,Female,13.1
2020,Florida,Depression among adults,Overall,Overall,15.0
2020,District of Columbia,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",17.0
2020,Arkansas,Depression among adults,Race/Ethnicity,Hispanic,13.6
2020,Arizona,Depression among adults,Race/Ethnicity,"White, non-Hispanic",22.0
2020,Colorado,Frequent mental distress among adults,Race/Ethnicity,Hispanic,11.4
2020,Delaware,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,5.7
2020,Alabama,Average mentally unhealthy days among adults,Sex,Male,1.4
2020,Alaska,Depression among adults,Sex,Male,9.4
2020,Georgia,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",12.7
2020,Connecticut,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,11.3
2020,Arizona,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",17.7
2020,Colorado,Average mentally unhealthy days among adults,Sex,Female,3.4
2020,California,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",4.9
2020,California,Frequent mental distress among adults,Sex,Female,14.2
2020,Georgia,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",15.2
